id_parents,id_etudiant,pere_vivant,nom_pere,prenom_pere,email_pere,niveau_instruction_pere,niveau_socioprofessionnel_pere,revenu_mensuel_pere_fcfa,mere_vivante,nom_mere,prenom_mere,email_mere,niveau_instruction_mere,niveau_socioprofessionnel_mere,revenu_mensuel_mere_fcfa,nb_enfants_famille,revenu_total_famille_fcfa,rang_dans_fratrie,famille_monoparentale,soutien_financier_famille
1577,1577,1,Kamga,Georges,ge.kamg.p1577@gmail.com,BEPC/FSLC,Agriculteur/Éleveur,54317,1,Okafor,Cécile,cé.okaf.m1577@gmail.com,BTS/DUT,Cadre moyen,250194,5,304511,3,0,Total
1578,1578,1,Richard,Etienne,et.rich.p1578@gmail.com,Licence,Ouvrier/Artisan,97914,1,Richard,Yvette,yv.rich.m1578@gmail.com,Licence,Cadre moyen,352070,4,449984,2,0,Total
1579,1579,1,Dubois,Georges,,Doctorat,Chef d'entreprise,461625,1,Dubois,Brigitte,,Master/Grande école,Fonctionnaire,96950,5,558575,2,1,Total
1580,1580,1,Donfack,Patrice,pa.donf.p1580@gmail.com,Baccalauréat,Chef d'entreprise,297920,1,Donfack,Rose,ro.donf.m1580@gmail.com,BTS/DUT,Cadre supérieur,683111,3,981031,5,0,Partiel
1581,1581,1,Etoundi,Clément,cl.etou.p1581@gmail.com,BEPC/FSLC,Employé secteur informel,70525,1,Etoundi,Cécile,cé.etou.m1581@gmail.com,BEPC/FSLC,Agriculteur/Éleveur,49857,6,120382,1,0,Aucun
1582,1582,1,Abomo,Clément,cl.abom.p1582@gmail.com,BEPC/FSLC,Fonctionnaire,212982,1,Abomo,Rosalie,ro.abom.m1582@gmail.com,BTS/DUT,Agriculteur/Éleveur,26567,7,239549,5,0,Total
1583,1583,1,Simon,Emmanuel,em.simo.p1583@gmail.com,Licence,Fonctionnaire,216713,0,Wamba,Cécile,cé.wamb.m1583@gmail.com,Baccalauréat,Fonctionnaire,112352,6,329065,4,0,Total
1584,1584,1,Thomas,Théodore,th.thom.p1584@gmail.com,Aucun,Ouvrier/Artisan,69711,1,Thomas,Marie,ma.thom.m1584@gmail.com,Baccalauréat,Sans emploi,25066,5,94777,4,0,Total
1585,1585,1,Kamga,André,an.kamg.p1585@gmail.com,Baccalauréat,Agriculteur/Éleveur,70108,1,Tchamba,Angèle,an.tcha.m1585@gmail.com,BTS/DUT,Employé secteur informel,74090,7,144198,3,0,Partiel
1586,1586,1,Vidal,Marcel,ma.vida.p1586@gmail.com,BTS/DUT,Agriculteur/Éleveur,52939,1,Onana,Marguerite,ma.onan.m1586@gmail.com,BEPC/FSLC,Agriculteur/Éleveur,83832,6,136771,5,0,Aucun
1587,1587,1,Umba,Hervé,he.umba.p1587@gmail.com,BEPC/FSLC,Employé secteur informel,53589,0,Umba,Odette,od.umba.m1587@gmail.com,BEPC/FSLC,Employé secteur informel,78735,6,132324,3,0,Total
1588,1588,1,Nyobe,Théodore,,Master/Grande école,Agriculteur/Éleveur,52835,1,Feudjio,Odette,od.feud.m1588@gmail.com,Aucun,Employé secteur informel,86212,1,139047,1,0,Total
1589,1589,1,Moreau,Laurent,la.more.p1589@gmail.com,Master/Grande école,Fonctionnaire,124910,1,Moreau,Odette,od.more.m1589@gmail.com,Baccalauréat,Cadre supérieur,680909,6,805819,1,1,Total
1590,1590,1,Samba,Roger,ro.samb.p1590@gmail.com,Licence,Cadre moyen,394207,1,Samba,Jeanne,je.samb.m1590@gmail.com,BTS/DUT,Cadre moyen,363736,8,757943,2,0,Partiel
1591,1591,1,Rodrigues,Théodore,th.rodr.p1591@gmail.com,BTS/DUT,Agriculteur/Éleveur,38801,0,Rodrigues,Jeanne,je.rodr.m1591@gmail.com,Primaire,Employé secteur informel,53953,3,92754,2,0,Aucun
1592,1592,1,Onana,Laurent,la.onan.p1592@gmail.com,BEPC/FSLC,Fonctionnaire,213800,1,Onana,Jeanne,je.onan.m1592@gmail.com,Licence,Fonctionnaire,144887,3,358687,2,0,Total
1593,1593,0,Mvondo,Patrice,pa.mvon.p1593@gmail.com,Aucun,Employé secteur informel,75326,1,Dubois,Suzanne,su.dubo.m1593@gmail.com,Aucun,Cadre supérieur,839662,4,914988,5,0,Total
1594,1594,1,Atangana,Théodore,th.atan.p1594@gmail.com,Master/Grande école,Ouvrier/Artisan,56927,1,Atangana,Rosalie,,Doctorat,Chef d'entreprise,558852,6,615779,4,0,Total
1595,1595,1,Essama,Laurent,la.essa.p1595@gmail.com,Licence,Chef d'entreprise,665797,1,Mbarga,Victoire,vi.mbar.m1595@gmail.com,Licence,Fonctionnaire,129662,1,795459,4,0,Total
1596,1596,1,Diallo,Henri,he.dial.p1596@gmail.com,BEPC/FSLC,Employé secteur informel,75286,1,Ebene,Blandine,bl.eben.m1596@gmail.com,BEPC/FSLC,Fonctionnaire,204631,4,279917,3,0,Partiel
1597,1597,1,Jourdain,Henri,he.jour.p1597@gmail.com,Primaire,Employé secteur informel,36831,1,Jourdain,Marguerite,ma.jour.m1597@gmail.com,BEPC/FSLC,Agriculteur/Éleveur,50225,5,87056,3,0,Partiel
1598,1598,1,Lobe,Patrice,pa.lobe.p1598@gmail.com,Licence,Cadre moyen,191311,1,Lefebvre,Colette,co.lefe.m1598@gmail.com,Baccalauréat,Cadre moyen,360410,2,551721,4,1,Total
1599,1599,1,Bouchard,Charles,,Licence,Ouvrier/Artisan,73095,1,Bouchard,Odette,od.bouc.m1599@gmail.com,Primaire,Employé secteur informel,45224,6,118319,2,0,Total
1600,1600,1,Michel,Emmanuel,em.mich.p1600@gmail.com,Baccalauréat,Agriculteur/Éleveur,40608,1,Zobel,Martine,ma.zobe.m1600@gmail.com,BTS/DUT,Fonctionnaire,117402,7,158010,4,0,Total
1601,1601,1,Manga,Félix,fé.mang.p1601@gmail.com,Baccalauréat,Sans emploi,25639,1,Penda,Rosalie,ro.pend.m1601@gmail.com,BTS/DUT,Sans emploi,14714,5,40353,5,0,Total
1602,1602,1,Ndzana,André,,Baccalauréat,Cadre moyen,199833,1,Ndzana,Victoire,vi.ndza.m1602@gmail.com,Primaire,Cadre supérieur,659043,7,858876,3,0,Total
1603,1603,1,Issa,Albert,,Licence,Fonctionnaire,126630,1,Manga,Jeanne,,BEPC/FSLC,Fonctionnaire,173523,3,300153,5,1,Total
1604,1604,1,Manga,Jean,je.mang.p1604@gmail.com,Doctorat,Cadre moyen,183086,1,Issa,Jeanne,je.issa.m1604@gmail.com,Master/Grande école,Chef d'entreprise,906347,3,1089433,3,0,Total
1605,1605,1,Robert,Marcel,ma.robe.p1605@gmail.com,Master/Grande école,Agriculteur/Éleveur,84455,1,Kamga,Adèle,ad.kamg.m1605@gmail.com,BEPC/FSLC,Employé secteur informel,72744,4,157199,5,1,Aucun
1606,1606,1,Umba,Patrice,pa.umba.p1606@gmail.com,Licence,Ouvrier/Artisan,84754,1,Michel,Jeanne,je.mich.m1606@gmail.com,BEPC/FSLC,Cadre moyen,247620,7,332374,3,0,Total
1607,1607,0,Wamba,Clément,cl.wamb.p1607@gmail.com,Master/Grande école,Employé secteur informel,93324,1,Wamba,Martine,ma.wamb.m1607@gmail.com,Master/Grande école,Cadre moyen,190450,3,283774,4,1,Partiel
1608,1608,0,Zobel,André,an.zobe.p1608@gmail.com,Aucun,Ouvrier/Artisan,47793,1,Zobel,Blandine,bl.zobe.m1608@gmail.com,Baccalauréat,Fonctionnaire,216389,5,264182,5,1,Partiel
1609,1609,1,Biyong,Emmanuel,em.biyo.p1609@gmail.com,Baccalauréat,Ouvrier/Artisan,62981,1,Biyong,Jeanne,je.biyo.m1609@gmail.com,BEPC/FSLC,Cadre moyen,263463,3,326444,5,0,Total
1610,1610,0,Medjo,Armand,ar.medj.p1610@gmail.com,Baccalauréat,Employé secteur informel,74375,1,Medjo,Victoire,,BTS/DUT,Employé secteur informel,37387,4,111762,5,0,Partiel
1611,1611,1,Samba,Armand,ar.samb.p1611@gmail.com,Aucun,Employé secteur informel,86670,1,Manga,Rosalie,ro.mang.m1611@gmail.com,Licence,Employé secteur informel,92085,7,178755,2,1,Partiel
1612,1612,0,Garcia,Pierre,,BTS/DUT,Agriculteur/Éleveur,56443,1,Penda,Yvette,yv.pend.m1612@gmail.com,Primaire,Ouvrier/Artisan,106938,5,163381,3,0,Total
1613,1613,1,Bello,Georges,ge.bell.p1613@gmail.com,BTS/DUT,Fonctionnaire,181363,1,Atangana,Cécile,cé.atan.m1613@gmail.com,Licence,Cadre moyen,361921,9,543284,4,0,Total
1614,1614,1,Bernard,Armand,,Aucun,Fonctionnaire,94384,1,Martin,Angèle,an.mart.m1614@gmail.com,Baccalauréat,Chef d'entreprise,364792,8,459176,4,0,Total
1615,1615,1,Etoundi,Marcel,ma.etou.p1615@gmail.com,Baccalauréat,Employé secteur informel,46055,1,Etoundi,Martine,ma.etou.m1615@gmail.com,Doctorat,Ouvrier/Artisan,62584,5,108639,3,1,Partiel
1616,1616,0,Manga,Henri,he.mang.p1616@gmail.com,Baccalauréat,Cadre moyen,325911,1,Mbarga,Adèle,ad.mbar.m1616@gmail.com,Doctorat,Cadre supérieur,721269,2,1047180,5,0,Total
1617,1617,1,Lefebvre,Félix,fé.lefe.p1617@gmail.com,Baccalauréat,Employé secteur informel,86700,1,Lefebvre,Marguerite,ma.lefe.m1617@gmail.com,Baccalauréat,Employé secteur informel,51201,3,137901,1,0,Partiel
1618,1618,1,Thomas,Clément,cl.thom.p1618@gmail.com,Baccalauréat,Ouvrier/Artisan,52274,1,Atangana,Madeleine,ma.atan.m1618@gmail.com,Baccalauréat,Ouvrier/Artisan,92233,2,144507,3,0,Partiel
1619,1619,1,Thomas,Félix,,Master/Grande école,Cadre moyen,258138,1,Thomas,Julienne,ju.thom.m1619@gmail.com,Baccalauréat,Fonctionnaire,183680,2,441818,3,1,Aucun
1620,1620,1,Robert,Gérard,gé.robe.p1620@gmail.com,Primaire,Employé secteur informel,39426,1,Robert,Rose,ro.robe.m1620@gmail.com,Baccalauréat,Agriculteur/Éleveur,38303,3,77729,3,0,Total
1621,1621,1,Petit,Henri,he.peti.p1621@gmail.com,BEPC/FSLC,Ouvrier/Artisan,69085,1,Petit,Colette,co.peti.m1621@gmail.com,Primaire,Cadre moyen,195891,4,264976,5,0,Total
1622,1622,1,Donfack,Gérard,gé.donf.p1622@gmail.com,Baccalauréat,Cadre moyen,233965,1,Donfack,Rosalie,ro.donf.m1622@gmail.com,BEPC/FSLC,Fonctionnaire,161198,2,395163,5,0,Total
1623,1623,1,Moreau,Jean,je.more.p1623@gmail.com,Master/Grande école,Chef d'entreprise,1037926,1,Mbarga,Victoire,vi.mbar.m1623@gmail.com,BTS/DUT,Cadre supérieur,599227,6,1637153,1,0,Total
1624,1624,1,Penda,Albert,al.pend.p1624@gmail.com,BEPC/FSLC,Agriculteur/Éleveur,59027,1,Penda,Hélène,hé.pend.m1624@gmail.com,BEPC/FSLC,Ouvrier/Artisan,100979,3,160006,1,0,Total
1625,1625,1,Wamba,Théodore,th.wamb.p1625@gmail.com,Master/Grande école,Chef d'entreprise,1388739,1,Wamba,Blandine,bl.wamb.m1625@gmail.com,Licence,Employé secteur informel,72913,5,1461652,1,0,Partiel
1626,1626,0,Lobe,André,,BEPC/FSLC,Ouvrier/Artisan,71933,1,Lobe,Madeleine,ma.lobe.m1626@gmail.com,BTS/DUT,Ouvrier/Artisan,65922,6,137855,1,0,Total
1627,1627,1,Zobel,Paul,pa.zobe.p1627@gmail.com,BEPC/FSLC,Chef d'entreprise,1575731,1,Zobel,Rosalie,ro.zobe.m1627@gmail.com,Baccalauréat,Fonctionnaire,127512,5,1703243,5,0,Total
1628,1628,1,Etoundi,Gérard,gé.etou.p1628@gmail.com,Primaire,Agriculteur/Éleveur,45886,1,Wamba,Brigitte,br.wamb.m1628@gmail.com,BEPC/FSLC,Employé secteur informel,35474,3,81360,5,0,Partiel
1629,1629,1,Onana,André,an.onan.p1629@gmail.com,BEPC/FSLC,Fonctionnaire,172583,1,Onana,Pauline,pa.onan.m1629@gmail.com,Baccalauréat,Employé secteur informel,80572,5,253155,1,0,Partiel
1630,1630,1,Atangana,Hervé,he.atan.p1630@gmail.com,Aucun,Fonctionnaire,171981,1,Atangana,Marguerite,ma.atan.m1630@gmail.com,Baccalauréat,Cadre supérieur,550662,6,722643,2,0,Total
1631,1631,1,Toure,Paul,pa.tour.p1631@gmail.com,Primaire,Employé secteur informel,69760,0,Toure,Angèle,an.tour.m1631@gmail.com,Aucun,Fonctionnaire,184753,8,254513,5,0,Total
1632,1632,1,Michel,Emmanuel,em.mich.p1632@gmail.com,BTS/DUT,Agriculteur/Éleveur,26296,1,Michel,Marie,ma.mich.m1632@gmail.com,BEPC/FSLC,Ouvrier/Artisan,84675,7,110971,3,0,Partiel
1633,1633,1,Yanga,Marcel,ma.yang.p1633@gmail.com,BEPC/FSLC,Ouvrier/Artisan,74549,1,Yanga,Victoire,vi.yang.m1633@gmail.com,Licence,Agriculteur/Éleveur,39512,9,114061,3,0,Total
1634,1634,1,Samba,Emmanuel,em.samb.p1634@gmail.com,BEPC/FSLC,Ouvrier/Artisan,103033,1,Gomis,Martine,,Baccalauréat,Fonctionnaire,134186,3,237219,4,0,Total
1635,1635,1,Essama,Théodore,th.essa.p1635@gmail.com,Baccalauréat,Cadre moyen,212879,1,Jourdain,Odette,od.jour.m1635@gmail.com,Licence,Employé secteur informel,89209,3,302088,5,0,Partiel
1636,1636,1,Diallo,Charles,ch.dial.p1636@gmail.com,BEPC/FSLC,Sans emploi,16386,1,Yanga,Suzanne,su.yang.m1636@gmail.com,Baccalauréat,Cadre moyen,307082,5,323468,4,0,Total
1637,1637,1,Nguema,Georges,ge.ngue.p1637@gmail.com,Baccalauréat,Ouvrier/Artisan,86876,0,Bouchard,Julienne,ju.bouc.m1637@gmail.com,Licence,Sans emploi,23095,4,109971,5,0,Total
1638,1638,1,Ndzana,Pierre,pi.ndza.p1638@gmail.com,BTS/DUT,Fonctionnaire,204501,1,Ndzana,Angèle,an.ndza.m1638@gmail.com,Aucun,Fonctionnaire,111101,5,315602,5,0,Aucun
1639,1639,1,Biyong,Georges,ge.biyo.p1639@gmail.com,Baccalauréat,Cadre supérieur,819701,1,Samba,Madeleine,ma.samb.m1639@gmail.com,Licence,Cadre supérieur,755435,3,1575136,5,1,Total
1640,1640,1,Martin,Henri,he.mart.p1640@gmail.com,BTS/DUT,Fonctionnaire,117069,1,Ebene,Pauline,pa.eben.m1640@gmail.com,BTS/DUT,Cadre supérieur,394117,6,511186,4,0,Partiel
1641,1641,0,Atangana,Emmanuel,em.atan.p1641@gmail.com,Doctorat,Fonctionnaire,118887,1,Atangana,Adèle,,Licence,Cadre supérieur,637946,4,756833,3,0,Partiel
1642,1642,1,Nyobe,Georges,ge.nyob.p1642@gmail.com,BTS/DUT,Cadre moyen,336464,0,Haidara,Brigitte,br.haid.m1642@gmail.com,Doctorat,Cadre supérieur,673574,5,1010038,1,1,Aucun
1643,1643,1,Kamga,Clément,cl.kamg.p1643@gmail.com,Licence,Agriculteur/Éleveur,49271,1,Kamga,Brigitte,br.kamg.m1643@gmail.com,BTS/DUT,Employé secteur informel,71250,8,120521,3,1,Total
1644,1644,1,Essama,Albert,al.essa.p1644@gmail.com,BEPC/FSLC,Ouvrier/Artisan,96351,1,Etoundi,Yvette,yv.etou.m1644@gmail.com,Primaire,Ouvrier/Artisan,54867,7,151218,1,0,Partiel
1645,1645,0,Dupont,Jean,je.dupo.p1645@gmail.com,BTS/DUT,Cadre supérieur,450922,1,Camara,Christine,ch.cama.m1645@gmail.com,BTS/DUT,Cadre moyen,234030,7,684952,3,1,Partiel
1646,1646,1,Mbarga,Charles,ch.mbar.p1646@gmail.com,Aucun,Fonctionnaire,192690,1,Leroy,Rosalie,ro.lero.m1646@gmail.com,BEPC/FSLC,Employé secteur informel,71129,7,263819,4,0,Total
1647,1647,1,Penda,Alphonse,al.pend.p1647@gmail.com,Licence,Cadre moyen,359634,1,Penda,Victoire,vi.pend.m1647@gmail.com,Baccalauréat,Fonctionnaire,155478,3,515112,4,1,Total
1648,1648,1,Foko,Armand,ar.foko.p1648@gmail.com,BEPC/FSLC,Ouvrier/Artisan,91399,1,Foko,Marie,ma.foko.m1648@gmail.com,BTS/DUT,Employé secteur informel,75479,6,166878,5,0,Total
1649,1649,1,Diallo,Pierre,pi.dial.p1649@gmail.com,BEPC/FSLC,Fonctionnaire,113810,1,Penda,Pauline,pa.pend.m1649@gmail.com,Baccalauréat,Chef d'entreprise,1153101,5,1266911,1,0,Total
1650,1650,1,Haidara,Patrice,,Baccalauréat,Employé secteur informel,90699,1,Haidara,Pauline,pa.haid.m1650@gmail.com,Baccalauréat,Chef d'entreprise,1580663,2,1671362,2,0,Total
1651,1651,1,Haidara,Alphonse,al.haid.p1651@gmail.com,Master/Grande école,Chef d'entreprise,489945,1,Essama,Julienne,ju.essa.m1651@gmail.com,Baccalauréat,Employé secteur informel,92864,2,582809,3,0,Aucun
1652,1652,1,Wamba,Albert,,Master/Grande école,Cadre supérieur,821411,0,Wamba,Blandine,bl.wamb.m1652@gmail.com,BTS/DUT,Cadre supérieur,875175,4,1696586,4,1,Partiel
1653,1653,1,Zobel,Pierre,pi.zobe.p1653@gmail.com,Aucun,Ouvrier/Artisan,97098,1,Bouchard,Christine,ch.bouc.m1653@gmail.com,BTS/DUT,Cadre supérieur,444844,2,541942,5,0,Aucun
1654,1654,1,Jourdain,Charles,ch.jour.p1654@gmail.com,Primaire,Ouvrier/Artisan,99904,1,Jourdain,Victoire,,Baccalauréat,Fonctionnaire,180460,3,280364,2,0,Total
1655,1655,1,Umba,Laurent,la.umba.p1655@gmail.com,Licence,Chef d'entreprise,1733150,0,Penda,Victoire,vi.pend.m1655@gmail.com,Doctorat,Cadre supérieur,892922,6,2626072,4,0,Partiel
1656,1656,0,Rodrigues,Gérard,gé.rodr.p1656@gmail.com,Licence,Fonctionnaire,189161,1,Manga,Jeanne,je.mang.m1656@gmail.com,BTS/DUT,Cadre moyen,369475,2,558636,1,0,Total
1657,1657,1,Simon,Alphonse,al.simo.p1657@gmail.com,Licence,Fonctionnaire,106709,1,Simon,Yvette,yv.simo.m1657@gmail.com,BTS/DUT,Cadre moyen,187749,3,294458,4,0,Partiel
1658,1658,0,Zobel,Alphonse,al.zobe.p1658@gmail.com,Licence,Agriculteur/Éleveur,45165,1,Petit,Adèle,ad.peti.m1658@gmail.com,Primaire,Fonctionnaire,189799,1,234964,2,0,Partiel
1659,1659,1,Etoundi,Jean,je.etou.p1659@gmail.com,Licence,Chef d'entreprise,520573,1,Etoundi,Colette,co.etou.m1659@gmail.com,BTS/DUT,Cadre supérieur,473416,4,993989,5,0,Total
1660,1660,1,Ndzana,Laurent,,Baccalauréat,Fonctionnaire,132136,1,Haidara,Angèle,,Baccalauréat,Fonctionnaire,179801,3,311937,2,0,Partiel
1661,1661,1,Dubois,Laurent,la.dubo.p1661@gmail.com,BEPC/FSLC,Agriculteur/Éleveur,60252,1,Petit,Victoire,vi.peti.m1661@gmail.com,Primaire,Fonctionnaire,191569,5,251821,4,0,Total
1662,1662,1,Onana,Joseph,,BEPC/FSLC,Fonctionnaire,110036,1,Onana,Odette,od.onan.m1662@gmail.com,Baccalauréat,Cadre moyen,369659,2,479695,1,0,Partiel
1663,1663,1,Lobe,Hervé,he.lobe.p1663@gmail.com,BTS/DUT,Employé secteur informel,54029,1,Abomo,Cécile,,Aucun,Chef d'entreprise,766744,5,820773,5,0,Partiel
1664,1664,1,Diallo,Marcel,ma.dial.p1664@gmail.com,Primaire,Sans emploi,23863,0,Diallo,Marie,ma.dial.m1664@gmail.com,Primaire,Sans emploi,33044,4,56907,2,0,Partiel
1665,1665,1,Onana,Théodore,th.onan.p1665@gmail.com,BEPC/FSLC,Cadre moyen,347982,1,Onana,Marguerite,ma.onan.m1665@gmail.com,Doctorat,Fonctionnaire,96135,3,444117,2,0,Partiel
1666,1666,1,Rodrigues,Paul,,Baccalauréat,Cadre supérieur,549280,1,Mbarga,Rose,,Baccalauréat,Cadre supérieur,457663,3,1006943,4,0,Total
1667,1667,1,Kamga,Théodore,th.kamg.p1667@gmail.com,BEPC/FSLC,Sans emploi,17205,1,Leroy,Thérèse,th.lero.m1667@gmail.com,BEPC/FSLC,Agriculteur/Éleveur,43528,6,60733,3,0,Partiel
1668,1668,1,Lobe,Armand,ar.lobe.p1668@gmail.com,Master/Grande école,Cadre moyen,304157,1,Lobe,Blandine,bl.lobe.m1668@gmail.com,BEPC/FSLC,Cadre moyen,343084,6,647241,5,1,Total
1669,1669,1,Bouchard,Clément,cl.bouc.p1669@gmail.com,Doctorat,Ouvrier/Artisan,80518,1,Medjo,Rosalie,ro.medj.m1669@gmail.com,BTS/DUT,Fonctionnaire,158099,5,238617,5,1,Partiel
1670,1670,1,Mbarga,Joseph,jo.mbar.p1670@gmail.com,Baccalauréat,Agriculteur/Éleveur,75191,1,Mbarga,Thérèse,th.mbar.m1670@gmail.com,Primaire,Employé secteur informel,35085,8,110276,5,0,Aucun
1671,1671,1,Zobel,Clément,cl.zobe.p1671@gmail.com,Primaire,Cadre moyen,214844,0,Zobel,Rose,ro.zobe.m1671@gmail.com,Licence,Employé secteur informel,58128,4,272972,2,1,Partiel
1672,1672,0,Yanga,Marcel,ma.yang.p1672@gmail.com,Baccalauréat,Chef d'entreprise,1469372,1,Yanga,Odette,od.yang.m1672@gmail.com,Master/Grande école,Chef d'entreprise,560065,5,2029437,5,0,Total
1673,1673,1,Gomis,Armand,ar.gomi.p1673@gmail.com,BEPC/FSLC,Employé secteur informel,49278,1,Gomis,Suzanne,su.gomi.m1673@gmail.com,Doctorat,Fonctionnaire,147457,5,196735,2,0,Partiel
1674,1674,1,Ebene,André,an.eben.p1674@gmail.com,Licence,Sans emploi,17894,1,Ebene,Marguerite,ma.eben.m1674@gmail.com,Baccalauréat,Cadre supérieur,559043,5,576937,1,1,Total
1675,1675,1,Richard,Hervé,,BTS/DUT,Employé secteur informel,36959,1,Ndzana,Martine,ma.ndza.m1675@gmail.com,Primaire,Employé secteur informel,66572,6,103531,4,0,Total
1676,1676,1,Ndzana,Alphonse,al.ndza.p1676@gmail.com,Baccalauréat,Ouvrier/Artisan,80330,1,Ndzana,Blandine,bl.ndza.m1676@gmail.com,Baccalauréat,Ouvrier/Artisan,45823,3,126153,2,0,Total
1677,1677,1,Penda,Charles,ch.pend.p1677@gmail.com,BEPC/FSLC,Agriculteur/Éleveur,57837,1,Penda,Julienne,ju.pend.m1677@gmail.com,Primaire,Ouvrier/Artisan,97683,5,155520,4,0,Total
1678,1678,1,Rodrigues,Laurent,,BTS/DUT,Agriculteur/Éleveur,46916,1,Issa,Jeanne,je.issa.m1678@gmail.com,Primaire,Fonctionnaire,128494,3,175410,5,0,Aucun
1679,1679,0,Umba,Hervé,he.umba.p1679@gmail.com,Baccalauréat,Employé secteur informel,99163,1,Umba,Victoire,vi.umba.m1679@gmail.com,Licence,Employé secteur informel,92458,3,191621,3,1,Total
1680,1680,1,Wamba,Etienne,,BEPC/FSLC,Agriculteur/Éleveur,44427,1,Wamba,Rose,ro.wamb.m1680@gmail.com,BTS/DUT,Employé secteur informel,88121,5,132548,1,0,Total
1681,1681,1,Moreau,Patrice,pa.more.p1681@gmail.com,Baccalauréat,Cadre moyen,235355,1,Moreau,Adèle,ad.more.m1681@gmail.com,Baccalauréat,Employé secteur informel,91979,3,327334,4,0,Aucun
1682,1682,0,Michel,Patrice,pa.mich.p1682@gmail.com,Aucun,Employé secteur informel,49595,1,Michel,Christine,ch.mich.m1682@gmail.com,Baccalauréat,Employé secteur informel,41884,5,91479,2,0,Aucun
1683,1683,1,Haidara,Emmanuel,em.haid.p1683@gmail.com,Licence,Agriculteur/Éleveur,70298,1,Etoundi,Hélène,hé.etou.m1683@gmail.com,Licence,Fonctionnaire,193238,3,263536,5,0,Partiel
1684,1684,1,Samba,Henri,he.samb.p1684@gmail.com,Master/Grande école,Cadre supérieur,725670,1,Samba,Odette,od.samb.m1684@gmail.com,BTS/DUT,Employé secteur informel,88242,2,813912,4,0,Partiel
1685,1685,0,Atangana,Charles,,BEPC/FSLC,Ouvrier/Artisan,54740,1,Thomas,Jeanne,je.thom.m1685@gmail.com,Primaire,Ouvrier/Artisan,91607,3,146347,3,0,Aucun
1686,1686,1,Abomo,Emmanuel,em.abom.p1686@gmail.com,Master/Grande école,Chef d'entreprise,360589,1,Abomo,Thérèse,th.abom.m1686@gmail.com,Master/Grande école,Cadre supérieur,658201,9,1018790,5,0,Partiel
1687,1687,0,Toure,André,an.tour.p1687@gmail.com,BTS/DUT,Employé secteur informel,61903,1,Toure,Martine,ma.tour.m1687@gmail.com,Primaire,Fonctionnaire,151216,3,213119,2,1,Aucun
1688,1688,1,Feudjio,Roger,ro.feud.p1688@gmail.com,Doctorat,Fonctionnaire,182208,1,Ebene,Pauline,pa.eben.m1688@gmail.com,Baccalauréat,Chef d'entreprise,343966,3,526174,5,0,Total
1689,1689,1,Toure,Félix,fé.tour.p1689@gmail.com,Licence,Fonctionnaire,200312,1,Feudjio,Madeleine,ma.feud.m1689@gmail.com,Baccalauréat,Chef d'entreprise,523404,6,723716,5,1,Aucun
1690,1690,1,Mbouck,André,an.mbou.p1690@gmail.com,Baccalauréat,Cadre supérieur,587262,1,Tchio,Martine,ma.tchi.m1690@gmail.com,Primaire,Fonctionnaire,179281,3,766543,1,1,Total
1691,1691,1,Penda,Armand,ar.pend.p1691@gmail.com,BTS/DUT,Fonctionnaire,126940,1,Penda,Adèle,ad.pend.m1691@gmail.com,BTS/DUT,Agriculteur/Éleveur,80764,5,207704,1,0,Total
1692,1692,1,Mbouck,Henri,he.mbou.p1692@gmail.com,Licence,Employé secteur informel,94377,1,Mbouck,Thérèse,th.mbou.m1692@gmail.com,Licence,Cadre moyen,370942,5,465319,2,0,Total
1693,1693,1,Martin,Charles,ch.mart.p1693@gmail.com,BEPC/FSLC,Fonctionnaire,139227,1,Biyong,Cécile,cé.biyo.m1693@gmail.com,Primaire,Agriculteur/Éleveur,49055,3,188282,5,0,Aucun
1694,1694,1,Moreau,Jean,je.more.p1694@gmail.com,BEPC/FSLC,Agriculteur/Éleveur,57553,1,Leroy,Odette,,Aucun,Fonctionnaire,187958,5,245511,3,0,Total
1695,1695,1,Nguema,Laurent,la.ngue.p1695@gmail.com,Master/Grande école,Chef d'entreprise,955888,1,Nguema,Rose,ro.ngue.m1695@gmail.com,BTS/DUT,Cadre moyen,315904,3,1271792,2,0,Partiel
1696,1696,1,Zobel,Charles,ch.zobe.p1696@gmail.com,Primaire,Cadre moyen,249895,1,Rodrigues,Yvette,yv.rodr.m1696@gmail.com,BEPC/FSLC,Agriculteur/Éleveur,69094,4,318989,2,0,Total
1697,1697,1,Rodrigues,Armand,ar.rodr.p1697@gmail.com,Primaire,Agriculteur/Éleveur,70700,1,Biyong,Blandine,bl.biyo.m1697@gmail.com,Licence,Sans emploi,370,5,71070,1,1,Total
1698,1698,1,Lobe,Charles,ch.lobe.p1698@gmail.com,Baccalauréat,Agriculteur/Éleveur,46420,1,Bello,Pauline,pa.bell.m1698@gmail.com,Baccalauréat,Fonctionnaire,185368,8,231788,1,1,Partiel
1699,1699,1,Gomis,Laurent,la.gomi.p1699@gmail.com,Baccalauréat,Employé secteur informel,40005,0,Gomis,Suzanne,su.gomi.m1699@gmail.com,Master/Grande école,Ouvrier/Artisan,83492,6,123497,5,0,Total
1700,1700,0,Gomis,Théodore,th.gomi.p1700@gmail.com,Baccalauréat,Cadre moyen,200689,0,Tchamba,Rosalie,ro.tcha.m1700@gmail.com,Licence,Cadre moyen,215751,8,416440,4,0,Total
