id_etudiant,matricule,email_etudiant,nom,prenom,genre,date_naissance,niveau_socio_economique,id_filiere,annee_entree,ville_origine,situation_matrimoniale,nb_enfants_a_charge,estime_de_soi,trait_personnalite,mention_baccalaureat,serie_terminale,decrochage_anterieur,frequence_etude_lecons,interet_lecture_ecriture
1475,ETU1475,samuelt1475@gmail.com,Tchamba,Samuel,M,1998-11-12,Moyen,5,2022,Douala,Célibataire,0,Moyenne,Introverti,Passable,C,0,Parfois,Faible
1476,ETU1476,tdiallo1476@yahoo.fr,Diallo,Étienne,M,2003-12-28,Faible,9,2022,Douala,Célibataire,0,Élevée,Ambiverti,Bien,D,0,Parfois,Élevé
1477,ETU1477,david.ndzana1477@hotmail.fr,Ndzana,David,M,2005-12-23,Faible,5,2020,Bamenda,Célibataire,2,Élevée,Introverti,Bien,C,0,Rarement,Élevé
1478,ETU1478,laure.ndzana1478@outlook.com,Ndzana,Laure,F,2000-10-17,Élevé,8,2020,Maroua,Célibataire,0,Élevée,Extraverti,Bien,D,0,Intensivement,Élevé
1479,ETU1479,michel.penda1479@orange.cm,Penda,Michel,M,2005-02-16,Moyen,5,2023,Bafoussam,Célibataire,0,Faible,Consciencieux,Assez Bien,D,0,Parfois,Élevé
1480,ETU1480,esthero1480@yahoo.fr,Onana,Esther,F,2004-10-17,Moyen,10,2023,Yaoundé,En couple,2,Moyenne,Introverti,Assez Bien,C,0,Intensivement,Élevé
1481,ETU1481,pissa1481@gmail.com,Issa,Pascal,M,2001-07-01,Moyen,10,2023,Maroua,Célibataire,0,Moyenne,Introverti,Très Bien,D,0,Intensivement,Élevé
1482,ETU1482,thrse.richard1482@gmail.com,Richard,Thérèse,F,2001-07-24,Moyen,6,2023,Bertoua,En couple,0,Élevée,Anxieux,Bien,A,0,Parfois,Élevé
1483,ETU1483,clment.bernard1483@gmail.com,Bernard,Clément,M,2003-10-09,Moyen,6,2021,Bertoua,Célibataire,0,Faible,Consciencieux,Assez Bien,C,0,Rarement,Moyen
1484,ETU1484,isidore.bernard1484@gmail.com,Bernard,Isidore,M,2000-05-10,Moyen,6,2023,Yaoundé,En couple,0,Élevée,Ambiverti,Assez Bien,C,0,Rarement,Moyen
1485,ETU1485,cebene1485@yahoo.fr,Ebene,Cécile,F,2003-12-10,Moyen,9,2022,Bamenda,Célibataire,0,Moyenne,Ambiverti,Bien,C,0,Parfois,Faible
1486,ETU1486,emmanuelk1486@gmail.com,Kamga,Emmanuel,M,2004-07-19,Faible,6,2022,Bamenda,Célibataire,0,Moyenne,Anxieux,Passable,D,0,Régulièrement,Moyen
1487,ETU1487,carlosp1487@gmail.com,Penda,Carlos,M,1999-11-08,Élevé,3,2023,Bertoua,Célibataire,0,Élevée,Extraverti,Bien,F,0,Parfois,Élevé
1488,ETU1488,laurem1488@yahoo.fr,Martin,Laure,F,2000-07-18,Moyen,6,2021,Bertoua,Célibataire,0,Moyenne,Consciencieux,Passable,C,1,Parfois,Élevé
1489,ETU1489,hatangana1489@yahoo.fr,Atangana,Hervé,M,2004-03-22,Moyen,4,2022,Bafoussam,Marié(e),0,Élevée,Anxieux,Très Bien,D,0,Régulièrement,Moyen
1490,ETU1490,hessama1490@outlook.com,Essama,Honorine,F,1998-01-09,Moyen,6,2022,Bertoua,Célibataire,0,Moyenne,Anxieux,Bien,C,0,Intensivement,Élevé
1491,ETU1491,tnyobe1491@gmail.com,Nyobe,Thomas,M,2000-05-02,Moyen,3,2022,Yaoundé,Célibataire,2,Élevée,Ambiverti,Bien,D,0,Régulièrement,Moyen
1492,ETU1492,ggomis1492@outlook.com,Gomis,Grace,F,2004-08-18,Moyen,2,2022,Yaoundé,En couple,1,Moyenne,Extraverti,Assez Bien,D,0,Intensivement,Moyen
1493,ETU1493,sophie.michel1493@gmail.com,Michel,Sophie,F,2002-12-22,Moyen,4,2021,Ngaoundéré,Célibataire,0,Moyenne,Introverti,Bien,C,0,Rarement,Moyen
1494,ETU1494,patrick.biyong1494@yahoo.fr,Biyong,Patrick,M,2002-06-19,Élevé,5,2021,Yaoundé,Célibataire,0,Élevée,Anxieux,Assez Bien,C,0,Rarement,Moyen
1495,ETU1495,pmvondo1495@gmail.com,Mvondo,Patrick,M,2005-02-28,Moyen,3,2021,Garoua,Célibataire,2,Moyenne,Extraverti,Très Bien,D,0,Rarement,Faible
1496,ETU1496,didiers1496@yahoo.fr,Samba,Didier,M,2001-06-13,Moyen,3,2023,Maroua,Célibataire,0,Élevée,Ambiverti,Assez Bien,C,0,Rarement,Élevé
1497,ETU1497,hwamba1497@hotmail.fr,Wamba,Honorine,F,2003-10-19,Moyen,6,2020,Maroua,Célibataire,0,Élevée,Anxieux,Assez Bien,A,0,Parfois,Faible
1498,ETU1498,jacques.okafor1498@hotmail.fr,Okafor,Jacques,M,2003-03-23,Moyen,6,2021,Douala,Célibataire,0,Élevée,Introverti,Bien,D,0,Intensivement,Élevé
1499,ETU1499,franois.umba1499@gmail.com,Umba,François,M,2003-08-10,Moyen,6,2021,Bafoussam,Célibataire,0,Faible,Consciencieux,Passable,D,0,Régulièrement,Élevé
1500,ETU1500,dmanga1500@outlook.com,Manga,Diane,F,2003-11-28,Faible,2,2021,Yaoundé,Célibataire,0,Élevée,Consciencieux,Bien,C,0,Rarement,Élevé
1501,ETU1501,flobe1501@yahoo.fr,Lobe,Fatima,F,1999-09-02,Moyen,3,2022,Bafoussam,Célibataire,1,Moyenne,Consciencieux,Passable,F,0,Rarement,Élevé
1502,ETU1502,ubernard1502@gmail.com,Bernard,Ursula,F,1998-02-18,Élevé,2,2020,Ngaoundéré,Célibataire,0,Élevée,Consciencieux,Passable,G,0,Intensivement,Élevé
1503,ETU1503,didier.thomas1503@gmail.com,Thomas,Didier,M,2004-02-06,Moyen,5,2021,Maroua,Divorcé(e),0,Faible,Extraverti,Assez Bien,G,0,Régulièrement,Moyen
1504,ETU1504,kmbarga1504@outlook.com,Mbarga,Kevin,M,1998-09-18,Moyen,2,2023,Garoua,Célibataire,0,Élevée,Consciencieux,Passable,D,0,Rarement,Élevé
1505,ETU1505,blandinem1505@hotmail.fr,Moreau,Blandine,F,2001-02-15,Élevé,4,2023,Garoua,Marié(e),0,Moyenne,Anxieux,Assez Bien,F,0,Rarement,Élevé
1506,ETU1506,pascal.haidara1506@gmail.com,Haidara,Pascal,M,2005-05-02,Moyen,1,2020,Maroua,Célibataire,0,Élevée,Ambiverti,Très Bien,C,0,Jamais,Moyen
1507,ETU1507,blandiney1507@outlook.com,Yanga,Blandine,F,1998-12-16,Moyen,3,2022,Douala,En couple,0,Moyenne,Anxieux,Bien,G,0,Parfois,Moyen
1508,ETU1508,blaisem1508@orange.cm,Medjo,Blaise,M,1998-06-25,Élevé,8,2020,Ngaoundéré,Célibataire,0,Élevée,Extraverti,Passable,D,0,Intensivement,Faible
1509,ETU1509,josphine.garcia1509@outlook.com,Garcia,Joséphine,F,2001-12-05,Élevé,4,2021,Yaoundé,Célibataire,2,Faible,Extraverti,Bien,D,1,Parfois,Faible
1510,ETU1510,mariep1510@gmail.com,Penda,Marie,F,2000-04-10,Faible,1,2023,Yaoundé,Marié(e),0,Élevée,Ambiverti,Très Bien,D,0,Rarement,Faible
1511,ETU1511,ljourdain1511@outlook.com,Jourdain,Laura,F,2003-09-27,Moyen,6,2022,Bafoussam,En couple,2,Moyenne,Anxieux,Passable,G,0,Intensivement,Élevé
1512,ETU1512,bertrand.simon1512@gmail.com,Simon,Bertrand,M,2001-09-23,Moyen,7,2021,Ngaoundéré,Célibataire,2,Moyenne,Extraverti,Bien,D,0,Jamais,Moyen
1513,ETU1513,viviane.samba1513@gmail.com,Samba,Viviane,F,1999-07-08,Moyen,2,2021,Douala,Célibataire,0,Faible,Introverti,Très Bien,D,0,Parfois,Faible
1514,ETU1514,hervf1514@yahoo.fr,Feudjio,Hervé,M,2002-05-26,Faible,8,2021,Garoua,Célibataire,0,Faible,Introverti,Assez Bien,A,0,Rarement,Moyen
1515,ETU1515,lisef1515@gmail.com,Foko,Élise,F,2000-07-24,Moyen,6,2022,Garoua,Célibataire,1,Moyenne,Anxieux,Très Bien,C,0,Intensivement,Élevé
1516,ETU1516,efoko1516@gmail.com,Foko,Esther,F,2002-01-07,Faible,5,2022,Bafoussam,En couple,0,Élevée,Anxieux,Assez Bien,D,1,Parfois,Élevé
1517,ETU1517,fabricef1517@ymail.com,Feudjio,Fabrice,M,2000-04-17,Moyen,10,2023,Bamenda,Célibataire,1,Faible,Introverti,Bien,F,0,Rarement,Élevé
1518,ETU1518,michelv1518@outlook.com,Vidal,Michel,M,2005-01-26,Moyen,5,2020,Yaoundé,Célibataire,0,Moyenne,Extraverti,Très Bien,C,0,Parfois,Faible
1519,ETU1519,rodriguen1519@gmail.com,Ndzana,Rodrigue,M,2002-09-09,Faible,8,2023,Bamenda,Célibataire,0,Moyenne,Introverti,Très Bien,C,0,Régulièrement,Faible
1520,ETU1520,thrsem1520@orange.cm,Mbarga,Thérèse,F,2004-07-19,Moyen,3,2020,Douala,Célibataire,2,Moyenne,Introverti,Très Bien,G,0,Régulièrement,Moyen
1521,ETU1521,nathalie.samba1521@yahoo.fr,Samba,Nathalie,F,2002-08-19,Moyen,5,2022,Douala,Célibataire,1,Moyenne,Ambiverti,Assez Bien,C,0,Rarement,Faible
1522,ETU1522,davidf1522@outlook.com,Foko,David,M,2005-01-15,Moyen,2,2021,Maroua,En couple,1,Moyenne,Consciencieux,Assez Bien,F,0,Régulièrement,Moyen
1523,ETU1523,fatima.abomo1523@outlook.com,Abomo,Fatima,F,2002-03-21,Moyen,4,2022,Ngaoundéré,Célibataire,0,Élevée,Extraverti,Très Bien,C,0,Intensivement,Faible
1524,ETU1524,nmoreau1524@hotmail.fr,Moreau,Noëlle,F,1999-11-07,Faible,3,2023,Bertoua,Célibataire,1,Faible,Anxieux,Bien,A,1,Parfois,Moyen
1525,ETU1525,dlefebvre1525@gmail.com,Lefebvre,Désiré,M,2002-02-24,Élevé,8,2020,Yaoundé,Célibataire,0,Moyenne,Ambiverti,Assez Bien,C,0,Régulièrement,Moyen
1526,ETU1526,zahram1526@orange.cm,Mbouck,Zahra,F,2002-03-24,Moyen,8,2021,Bertoua,Divorcé(e),0,Moyenne,Anxieux,Bien,C,0,Régulièrement,Moyen
1527,ETU1527,adiallo1527@gmail.com,Diallo,Alice,F,2005-09-18,Élevé,3,2022,Yaoundé,Marié(e),1,Élevée,Extraverti,Bien,D,0,Parfois,Faible
1528,ETU1528,flore.dupont1528@ymail.com,Dupont,Flore,F,2004-12-01,Faible,7,2022,Douala,Célibataire,1,Moyenne,Ambiverti,Assez Bien,F,0,Rarement,Moyen
1529,ETU1529,alain.manga1529@yahoo.fr,Manga,Alain,M,2005-01-27,Moyen,10,2020,Garoua,Célibataire,0,Moyenne,Consciencieux,Assez Bien,D,0,Régulièrement,Élevé
1530,ETU1530,carloss1530@yahoo.fr,Simon,Carlos,M,1998-10-17,Faible,9,2022,Bertoua,Célibataire,0,Moyenne,Introverti,Bien,D,0,Parfois,Élevé
1531,ETU1531,josphines1531@gmail.com,Samba,Joséphine,F,2003-07-11,Moyen,7,2023,Yaoundé,Célibataire,0,Moyenne,Introverti,Assez Bien,D,0,Régulièrement,Moyen
1532,ETU1532,thomas.wamba1532@yahoo.fr,Wamba,Thomas,M,2000-03-02,Faible,3,2023,Garoua,Marié(e),0,Faible,Extraverti,Bien,D,0,Rarement,Faible
1533,ETU1533,pascal.nyobe1533@outlook.com,Nyobe,Pascal,M,1998-08-25,Moyen,5,2020,Garoua,Célibataire,0,Moyenne,Extraverti,Assez Bien,D,0,Parfois,Moyen
1534,ETU1534,cbouchard1534@outlook.com,Bouchard,Christelle,F,1998-01-24,Moyen,4,2023,Bafoussam,Célibataire,2,Moyenne,Consciencieux,Passable,D,0,Parfois,Moyen
1535,ETU1535,didier.issa1535@gmail.com,Issa,Didier,M,2001-08-22,Faible,6,2021,Garoua,Célibataire,0,Élevée,Introverti,Bien,D,0,Régulièrement,Faible
1536,ETU1536,carolen1536@outlook.com,Nguema,Carole,F,2005-01-09,Faible,4,2021,Yaoundé,Marié(e),0,Moyenne,Ambiverti,Assez Bien,D,0,Régulièrement,Moyen
1537,ETU1537,fokafor1537@yahoo.fr,Okafor,Françoise,F,2005-02-19,Moyen,6,2020,Bafoussam,En couple,0,Moyenne,Extraverti,Passable,F,0,Parfois,Moyen
1538,ETU1538,xavier.simon1538@gmail.com,Simon,Xavier,M,2001-08-20,Moyen,7,2022,Bafoussam,Célibataire,0,Élevée,Introverti,Assez Bien,D,0,Régulièrement,Moyen
1539,ETU1539,armandm1539@ymail.com,Mbouck,Armand,M,1998-04-20,Moyen,10,2023,Ngaoundéré,Célibataire,0,Moyenne,Consciencieux,Bien,A,0,Intensivement,Moyen
1540,ETU1540,zfeudjio1540@gmail.com,Feudjio,Zahra,F,1999-11-22,Moyen,3,2022,Ngaoundéré,Célibataire,0,Moyenne,Extraverti,Assez Bien,D,0,Intensivement,Faible
1541,ETU1541,fatima.umba1541@hotmail.fr,Umba,Fatima,F,2004-04-05,Moyen,6,2020,Bertoua,Célibataire,0,Moyenne,Extraverti,Assez Bien,G,0,Parfois,Faible
1542,ETU1542,nbouchard1542@ymail.com,Bouchard,Nathalie,F,2004-04-20,Moyen,10,2022,Bertoua,En couple,0,Faible,Introverti,Assez Bien,G,0,Régulièrement,Moyen
1543,ETU1543,gabriels1543@outlook.com,Simon,Gabriel,M,2001-01-02,Faible,2,2020,Bertoua,Célibataire,1,Élevée,Consciencieux,Passable,D,0,Parfois,Moyen
1544,ETU1544,grard.nyobe1544@gmail.com,Nyobe,Gérard,M,2000-03-24,Faible,9,2023,Ngaoundéré,Célibataire,0,Moyenne,Ambiverti,Bien,A,1,Jamais,Faible
1545,ETU1545,hervp1545@outlook.com,Petit,Hervé,M,2001-12-05,Moyen,5,2023,Yaoundé,Marié(e),0,Élevée,Anxieux,Passable,D,0,Régulièrement,Moyen
1546,ETU1546,nmanga1546@gmail.com,Manga,Nathan,M,2005-02-14,Faible,6,2020,Garoua,Célibataire,0,Élevée,Introverti,Bien,D,0,Régulièrement,Élevé
1547,ETU1547,mdiallo1547@gmail.com,Diallo,Marguerite,F,2003-03-17,Élevé,1,2022,Garoua,Célibataire,0,Élevée,Anxieux,Passable,D,0,Parfois,Élevé
1548,ETU1548,sophiep1548@yahoo.fr,Penda,Sophie,F,2002-06-02,Moyen,7,2022,Ngaoundéré,Célibataire,1,Faible,Extraverti,Assez Bien,A,1,Rarement,Élevé
1549,ETU1549,quentin.okafor1549@gmail.com,Okafor,Quentin,M,2002-04-12,Faible,7,2022,Maroua,Célibataire,0,Faible,Introverti,Assez Bien,A,0,Rarement,Moyen
1550,ETU1550,atoure1550@gmail.com,Toure,Adèle,F,2004-07-01,Élevé,10,2020,Bamenda,Célibataire,0,Moyenne,Introverti,Assez Bien,F,0,Régulièrement,Élevé
1551,ETU1551,patrickm1551@outlook.com,Mvondo,Patrick,M,2004-12-11,Élevé,9,2023,Garoua,Célibataire,0,Élevée,Introverti,Assez Bien,D,0,Parfois,Élevé
1552,ETU1552,isabellem1552@hotmail.fr,Medjo,Isabelle,F,2004-12-23,Moyen,1,2020,Yaoundé,Célibataire,1,Moyenne,Introverti,Bien,A,0,Régulièrement,Élevé
1553,ETU1553,louism1553@ymail.com,Medjo,Louis,M,2002-06-28,Moyen,9,2020,Bamenda,Célibataire,0,Faible,Extraverti,Bien,A,0,Régulièrement,Moyen
1554,ETU1554,williamw1554@hotmail.fr,Wamba,William,M,1999-10-04,Moyen,10,2021,Bafoussam,Célibataire,0,Moyenne,Ambiverti,Assez Bien,G,0,Parfois,Moyen
1555,ETU1555,florentk1555@gmail.com,Kamga,Florent,M,2003-01-16,Élevé,2,2023,Maroua,Célibataire,0,Moyenne,Anxieux,Passable,C,0,Intensivement,Moyen
1556,ETU1556,clmentd1556@gmail.com,Diallo,Clément,M,2001-08-28,Moyen,8,2023,Ngaoundéré,Célibataire,2,Moyenne,Anxieux,Assez Bien,D,0,Rarement,Faible
1557,ETU1557,gcamara1557@yahoo.fr,Camara,Gérard,M,2001-01-13,Moyen,6,2020,Garoua,Célibataire,0,Moyenne,Consciencieux,Passable,D,0,Rarement,Faible
1558,ETU1558,marc.diallo1558@yahoo.fr,Diallo,Marc,M,2000-06-12,Moyen,9,2023,Douala,Célibataire,0,Faible,Ambiverti,Passable,G,0,Régulièrement,Moyen
1559,ETU1559,mnyobe1559@orange.cm,Nyobe,Michel,M,2004-11-04,Moyen,7,2020,Douala,Célibataire,0,Faible,Consciencieux,Passable,G,0,Rarement,Élevé
1560,ETU1560,qrodrigues1560@ymail.com,Rodrigues,Quentin,M,2004-01-18,Moyen,10,2023,Yaoundé,Célibataire,0,Faible,Consciencieux,Bien,C,0,Régulièrement,Moyen
1561,ETU1561,irnec1561@gmail.com,Camara,Irène,F,2004-03-23,Élevé,5,2022,Douala,Célibataire,0,Élevée,Anxieux,Assez Bien,F,0,Régulièrement,Élevé
1562,ETU1562,julie.etoundi1562@gmail.com,Etoundi,Julie,F,1998-05-20,Moyen,8,2023,Ngaoundéré,Célibataire,0,Moyenne,Introverti,Passable,D,0,Régulièrement,Faible
1563,ETU1563,honorine.issa1563@yahoo.fr,Issa,Honorine,F,2004-02-16,Élevé,7,2022,Ngaoundéré,Célibataire,1,Moyenne,Extraverti,Bien,A,0,Intensivement,Élevé
1564,ETU1564,alicef1564@hotmail.fr,Feudjio,Alice,F,2001-05-20,Moyen,5,2023,Maroua,Célibataire,1,Élevée,Consciencieux,Bien,D,1,Intensivement,Moyen
1565,ETU1565,kevin.ebene1565@gmail.com,Ebene,Kevin,M,2003-08-05,Faible,3,2022,Maroua,Célibataire,1,Élevée,Consciencieux,Assez Bien,D,0,Rarement,Faible
1566,ETU1566,lise.petit1566@outlook.com,Petit,Élise,F,2000-02-12,Élevé,1,2022,Yaoundé,Célibataire,0,Élevée,Anxieux,Très Bien,C,0,Intensivement,Moyen
1567,ETU1567,adleo1567@outlook.com,Onana,Adèle,F,2001-05-22,Faible,3,2021,Maroua,Marié(e),0,Faible,Introverti,Très Bien,F,0,Parfois,Élevé
1568,ETU1568,rbello1568@hotmail.fr,Bello,Rodrigue,M,2005-09-08,Faible,4,2023,Douala,Célibataire,2,Moyenne,Introverti,Bien,C,0,Parfois,Faible
1569,ETU1569,fmbarga1569@gmail.com,Mbarga,Fabrice,M,1999-09-04,Moyen,1,2023,Bertoua,En couple,0,Faible,Extraverti,Très Bien,D,0,Parfois,Élevé
1570,ETU1570,tfeudjio1570@gmail.com,Feudjio,Thérèse,F,2003-03-14,Faible,5,2021,Bafoussam,Célibataire,0,Élevée,Ambiverti,Assez Bien,D,1,Rarement,Faible
1571,ETU1571,vcamara1571@yahoo.fr,Camara,Vincent,M,2001-05-11,Moyen,9,2021,Bertoua,Célibataire,0,Faible,Ambiverti,Assez Bien,D,0,Intensivement,Moyen
1572,ETU1572,valrie.nyobe1572@gmail.com,Nyobe,Valérie,F,2005-02-24,Moyen,1,2023,Bafoussam,Célibataire,1,Moyenne,Introverti,Bien,C,0,Régulièrement,Faible
1573,ETU1573,cessama1573@outlook.com,Essama,Clément,M,1998-08-27,Faible,2,2022,Ngaoundéré,Célibataire,0,Faible,Anxieux,Passable,G,1,Parfois,Élevé
1574,ETU1574,yvonnen1574@yahoo.fr,Nyobe,Yvonne,F,2005-05-09,Élevé,4,2020,Bafoussam,Marié(e),1,Élevée,Anxieux,Passable,G,0,Parfois,Élevé
1575,ETU1575,arobert1575@gmail.com,Robert,Adèle,F,1998-02-01,Moyen,4,2022,Douala,Célibataire,0,Moyenne,Ambiverti,Bien,D,0,Parfois,Moyen
1576,ETU1576,irne.dupont1576@yahoo.fr,Dupont,Irène,F,1998-12-26,Élevé,2,2022,Garoua,Marié(e),0,Élevée,Introverti,Assez Bien,F,0,Parfois,Moyen
1577,ETU1577,hkamga1577@yahoo.fr,Kamga,Hugo,M,2000-03-08,Élevé,6,2022,Bertoua,Marié(e),0,Faible,Consciencieux,Bien,F,0,Régulièrement,Élevé
1578,ETU1578,frichard1578@gmail.com,Richard,Françoise,F,2005-05-01,Moyen,4,2023,Bafoussam,Divorcé(e),1,Moyenne,Introverti,Très Bien,C,0,Jamais,Faible
1579,ETU1579,hdubois1579@yahoo.fr,Dubois,Hugo,M,2001-09-14,Élevé,9,2021,Ngaoundéré,Célibataire,0,Élevée,Consciencieux,Passable,G,0,Parfois,Moyen
1580,ETU1580,clmentd1580@hotmail.fr,Donfack,Clément,M,1998-07-13,Moyen,7,2020,Douala,Célibataire,1,Moyenne,Extraverti,Passable,C,0,Parfois,Moyen
1581,ETU1581,hetoundi1581@gmail.com,Etoundi,Henri,M,2002-07-12,Faible,5,2021,Maroua,Célibataire,2,Moyenne,Consciencieux,Bien,D,0,Parfois,Faible
1582,ETU1582,fabomo1582@yahoo.fr,Abomo,François,M,2004-12-11,Moyen,6,2022,Bamenda,En couple,0,Faible,Consciencieux,Assez Bien,G,0,Régulièrement,Moyen
1583,ETU1583,laura.simon1583@gmail.com,Simon,Laura,F,2004-08-14,Moyen,8,2023,Yaoundé,Divorcé(e),0,Moyenne,Extraverti,Passable,G,0,Régulièrement,Moyen
1584,ETU1584,lthomas1584@outlook.com,Thomas,Laura,F,2005-03-07,Faible,10,2020,Maroua,Célibataire,0,Élevée,Anxieux,Bien,A,1,Rarement,Faible
1585,ETU1585,laurat1585@gmail.com,Tchamba,Laura,F,2001-07-09,Moyen,3,2020,Bertoua,Célibataire,1,Moyenne,Consciencieux,Bien,D,0,Rarement,Élevé
1586,ETU1586,thomaso1586@yahoo.fr,Onana,Thomas,M,1999-06-16,Faible,1,2023,Bertoua,Célibataire,1,Moyenne,Consciencieux,Assez Bien,C,1,Régulièrement,Moyen
1587,ETU1587,bumba1587@yahoo.fr,Umba,Bertrand,M,2001-11-06,Faible,9,2023,Bertoua,En couple,0,Élevée,Anxieux,Très Bien,D,0,Régulièrement,Moyen
1588,ETU1588,kevin.feudjio1588@outlook.com,Feudjio,Kevin,M,2005-08-01,Faible,6,2022,Bamenda,Célibataire,1,Élevée,Ambiverti,Assez Bien,D,0,Parfois,Élevé
1589,ETU1589,imoreau1589@outlook.com,Moreau,Irène,F,2004-02-02,Élevé,9,2022,Garoua,En couple,0,Moyenne,Introverti,Assez Bien,F,0,Régulièrement,Élevé
1590,ETU1590,ssamba1590@gmail.com,Samba,Sophie,F,2005-01-06,Moyen,3,2023,Ngaoundéré,Célibataire,0,Moyenne,Extraverti,Bien,C,0,Intensivement,Élevé
1591,ETU1591,arodrigues1591@gmail.com,Rodrigues,Adèle,F,2002-08-24,Faible,6,2021,Yaoundé,Célibataire,0,Élevée,Introverti,Assez Bien,D,1,Régulièrement,Faible
1592,ETU1592,josphine.onana1592@hotmail.fr,Onana,Joséphine,F,2004-06-08,Moyen,5,2022,Garoua,Célibataire,0,Moyenne,Ambiverti,Passable,G,1,Régulièrement,Élevé
1593,ETU1593,bdubois1593@yahoo.fr,Dubois,Blandine,F,2001-03-24,Moyen,4,2023,Maroua,Célibataire,0,Élevée,Consciencieux,Bien,C,0,Régulièrement,Moyen
1594,ETU1594,william.atangana1594@gmail.com,Atangana,William,M,2004-04-06,Élevé,5,2020,Ngaoundéré,Célibataire,0,Élevée,Anxieux,Assez Bien,D,0,Intensivement,Élevé
1595,ETU1595,sophie.essama1595@outlook.com,Essama,Sophie,F,2004-05-23,Élevé,7,2023,Yaoundé,Célibataire,0,Moyenne,Ambiverti,Passable,D,0,Intensivement,Élevé
1596,ETU1596,lised1596@yahoo.fr,Diallo,Élise,F,1999-01-06,Moyen,7,2020,Garoua,Marié(e),0,Faible,Ambiverti,Assez Bien,C,0,Intensivement,Moyen
1597,ETU1597,patricko1597@yahoo.fr,Onana,Patrick,M,1998-07-03,Faible,4,2022,Bafoussam,En couple,0,Moyenne,Consciencieux,Assez Bien,D,0,Régulièrement,Faible
1598,ETU1598,clobe1598@gmail.com,Lobe,Carole,F,2005-01-24,Moyen,9,2023,Ngaoundéré,Célibataire,0,Faible,Anxieux,Bien,D,0,Rarement,Faible
1599,ETU1599,nicolasb1599@yahoo.fr,Bouchard,Nicolas,M,1999-03-07,Moyen,5,2022,Yaoundé,Célibataire,0,Moyenne,Ambiverti,Bien,D,0,Parfois,Élevé
1600,ETU1600,mmichel1600@hotmail.fr,Michel,Madeleine,F,1998-08-19,Faible,1,2023,Bertoua,Célibataire,0,Faible,Ambiverti,Assez Bien,A,1,Jamais,Moyen
1601,ETU1601,imanga1601@gmail.com,Manga,Irène,F,1998-04-09,Moyen,6,2023,Douala,Célibataire,0,Moyenne,Introverti,Passable,C,0,Régulièrement,Faible
1602,ETU1602,marguerite.ndzana1602@outlook.com,Ndzana,Marguerite,F,2001-11-26,Moyen,5,2021,Bamenda,Divorcé(e),2,Moyenne,Ambiverti,Assez Bien,D,0,Régulièrement,Élevé
1603,ETU1603,brunom1603@gmail.com,Manga,Bruno,M,2000-11-02,Moyen,6,2023,Bafoussam,Célibataire,2,Élevée,Introverti,Assez Bien,G,0,Rarement,Moyen
1604,ETU1604,amanga1604@gmail.com,Manga,Amina,F,2001-01-20,Élevé,3,2021,Yaoundé,En couple,0,Moyenne,Consciencieux,Très Bien,A,0,Intensivement,Élevé
1605,ETU1605,dsirr1605@gmail.com,Robert,Désiré,M,2001-03-01,Faible,10,2022,Ngaoundéré,Célibataire,0,Élevée,Anxieux,Passable,A,1,Rarement,Élevé
1606,ETU1606,dumba1606@gmail.com,Umba,David,M,1999-12-02,Moyen,1,2022,Bafoussam,Marié(e),0,Élevée,Ambiverti,Assez Bien,D,0,Parfois,Moyen
1607,ETU1607,vwamba1607@yahoo.fr,Wamba,Viviane,F,2003-04-17,Élevé,6,2020,Bamenda,Célibataire,0,Moyenne,Anxieux,Bien,G,0,Régulièrement,Moyen
1608,ETU1608,xzobel1608@gmail.com,Zobel,Xavier,M,2005-11-14,Moyen,9,2020,Bertoua,En couple,0,Moyenne,Extraverti,Très Bien,A,0,Parfois,Élevé
1609,ETU1609,grace.biyong1609@yahoo.fr,Biyong,Grace,F,2003-01-27,Moyen,5,2022,Bamenda,Célibataire,0,Élevée,Introverti,Bien,D,0,Régulièrement,Moyen
1610,ETU1610,cmedjo1610@gmail.com,Medjo,Christophe,M,2004-10-12,Moyen,6,2021,Bertoua,Célibataire,0,Moyenne,Extraverti,Passable,G,0,Rarement,Faible
1611,ETU1611,honorines1611@gmail.com,Samba,Honorine,F,2003-10-28,Faible,5,2020,Maroua,Célibataire,0,Moyenne,Introverti,Bien,G,0,Régulièrement,Moyen
1612,ETU1612,zahrag1612@hotmail.fr,Garcia,Zahra,F,2002-09-27,Moyen,7,2023,Bamenda,Célibataire,0,Élevée,Introverti,Assez Bien,C,0,Rarement,Élevé
1613,ETU1613,vincent.bello1613@gmail.com,Bello,Vincent,M,2000-08-14,Moyen,10,2020,Bamenda,Célibataire,0,Élevée,Extraverti,Très Bien,D,0,Intensivement,Moyen
1614,ETU1614,tnkeng1614@gmail.com,Nkeng,Étienne,M,2001-05-04,Moyen,1,2020,Douala,Célibataire,0,Moyenne,Introverti,Passable,C,0,Parfois,Élevé
1615,ETU1615,marguerite.etoundi1615@yahoo.fr,Etoundi,Marguerite,F,2001-04-12,Moyen,8,2023,Yaoundé,Célibataire,0,Moyenne,Consciencieux,Assez Bien,A,0,Régulièrement,Élevé
1616,ETU1616,marie.foko1616@outlook.com,Foko,Marie,F,2005-02-12,Élevé,8,2022,Douala,En couple,0,Élevée,Anxieux,Assez Bien,C,0,Régulièrement,Élevé
